word,SUBTLwf,nLet,nSyll,nPhon,coltNOrth,coltNPhon,old20,pld20,posBigram,isHomograph,isHomophone,WNsensecount
spotted,10.2352941176471,7,2,6,0,0,1.8,1.8,504,1,0,7
spouse,1.90196078431373,6,1,4,0,3,1.9,1.85,106,0,0,1
spout,1.01960784313725,5,1,4,4,7,1.6,1.6,73,0,0,3
sprained,1.56862745098039,8,1,6,1,1,2.2,1.8,454,0,0,1
spray,9.64705882352941,5,1,4,1,2,1.7,1.55,64,0,0,9
sprayed,1.76470588235294,7,1,5,0,1,1.8,1.55,376,0,0,3
spraying,1.19607843137255,8,2,6,0,0,1.95,1.85,775,0,0,6
spread,31.2941176470588,6,1,5,0,1,1.95,1.85,114,0,0,23
spreading,6.74509803921569,9,2,7,0,0,2.45,2,513,0,0,13
spreads,2.25490196078431,7,1,6,0,0,2.3,2.15,118,0,0,20
spree,2.13725490196078,5,1,4,0,2,2,1.8,77,0,0,2
spring,31.3137254901961,6,1,5,3,4,1.55,1.45,353,1,0,11
springs,7.25490196078431,7,1,6,1,2,1.85,1.85,119,1,0,11
springtime,1.47058823529412,10,2,8,0,0,3.8,4.1,196,0,0,1
sprinkle,1.45098039215686,8,2,8,0,0,2.6,2.65,129,0,0,6
spruce,1.09803921568627,6,1,5,0,0,2.1,1.95,94,0,0,5
sprung,2.56862745098039,6,1,5,2,2,1.85,1.85,174,0,0,5
spun,1.68627450980392,4,1,4,4,8,1.5,1.5,15,0,0,8
spunk,1.33333333333333,5,1,5,2,2,1.65,1.7,89,0,0,2
spur,1.43137254901961,4,1,3,2,7,1.6,1.5,20,0,0,10
spurs,1.82352941176471,5,1,4,0,3,1.75,1.6,76,0,0,10
spy,20.0588235294118,3,1,3,6,4,1.5,1.1,3,0,0,6
spying,5.47058823529412,6,2,5,2,1,1.9,1.9,315,0,0,7
squad,21.4901960784314,5,1,5,3,3,1.7,1.7,24,0,0,3
squadron,4.3921568627451,8,2,8,0,0,3.25,3.1,102,0,0,3
squads,2.03921568627451,6,1,6,0,0,1.95,1.95,72,0,0,3
square,31.7647058823529,6,1,5,1,1,1.85,1.8,101,0,0,25
squared,2.35294117647059,7,1,6,1,1,1.9,1.85,390,0,0,9
squares,2.70588235294118,7,1,6,1,1,2.2,1.85,275,0,0,16
squash,4.37254901960784,6,1,5,1,2,1.9,1.65,59,0,0,4
squat,3.13725490196078,5,1,5,2,3,1.8,1.6,22,0,0,8
squawk,1.70588235294118,6,1,5,0,1,2.35,1.85,31,0,0,4
squeak,2.37254901960784,6,1,5,1,3,2.25,1.75,48,0,0,3
squeaking,1.74509803921569,9,2,7,1,3,2.7,2,452,0,0,2
squeaky,1.98039215686275,7,2,6,1,1,2.65,2.1,49,0,0,1
squeal,2.66666666666667,6,1,5,1,2,2.15,1.75,93,0,0,3
squealing,2.41176470588235,9,2,7,1,2,2.7,1.9,511,0,0,3
squeals,1.35294117647059,7,1,6,1,0,2.35,1.8,84,0,0,3
squeeze,15.078431372549,7,1,5,0,2,2.8,1.75,30,0,0,17
squeezed,2.31372549019608,8,1,6,0,0,2.7,1.95,294,0,0,9
squeezing,2.01960784313725,9,2,7,0,2,2.85,2.15,438,0,0,10
squid,2.76470588235294,5,1,5,1,1,1.95,1.9,29,0,0,2
squint,1,6,1,6,1,0,1.85,1.95,214,0,0,6
squire,3.07843137254902,6,1,5,2,1,1.75,1.8,84,0,0,4
squirrel,5.47058823529412,8,2,6,0,0,2.85,3.35,97,0,0,2
squirt,2.74509803921569,6,1,5,2,1,1.85,2.1,66,0,0,4
stab,8.76470588235294,4,1,4,6,6,1.45,1.35,25,0,0,6
stabbed,9.45098039215686,7,1,5,0,1,1.8,1.75,423,0,0,3
stability,1.76470588235294,9,4,9,0,0,2.5,2.75,192,0,0,3
stabilize,1.49019607843137,9,3,8,0,0,2.8,2.8,141,0,0,3
stabilized,1.3921568627451,10,3,9,0,0,2.95,3.25,159,0,0,4
stable,13.1960784313725,6,2,6,1,1,1.65,1.7,249,0,0,7
stables,2.96078431372549,7,2,7,0,0,1.75,1.75,396,0,0,2
stack,6.09803921568627,5,1,4,9,16,1.3,1,154,0,0,8
stacked,2.01960784313725,7,1,5,3,7,1.75,1.35,512,0,0,5
stacks,1.94117647058824,6,1,5,5,12,1.6,1.2,198,0,0,10
stadium,6.11764705882353,7,3,7,0,0,2.8,2.65,175,0,0,1
staff,32,5,1,4,2,7,1.85,1.45,101,0,0,8
stag,1.58823529411765,4,1,4,6,6,1.35,1.35,25,0,0,5
stage,45.5686274509804,5,1,4,4,8,1.45,1.75,126,0,0,10
stagecoach,1,10,2,7,0,0,5,5,77,0,0,1
staged,2.25490196078431,6,1,5,5,1,1.6,1.95,448,0,0,7
stages,2.88235294117647,6,2,6,4,0,1.6,2.25,360,1,0,13
staggering,1.58823529411765,10,3,7,0,0,2.85,2.6,344,0,0,5
staging,1.94117647058824,7,2,6,3,1,1.85,2.35,853,0,0,9
stain,6.19607843137255,5,1,4,4,13,1.55,1,135,0,0,9
stained,1.41176470588235,7,1,5,0,5,1.95,1.5,492,0,0,6
stains,3.88235294117647,6,1,5,1,2,1.85,1.7,319,0,0,9
stair,1.35294117647059,5,1,4,2,10,1.75,1.25,118,0,1,1
staircase,1.74509803921569,9,2,7,0,0,3.55,3.5,106,0,0,1
stairs,23.7647058823529,6,1,5,1,6,1.8,1.55,207,0,1,2
stairway,1.58823529411765,8,2,6,0,0,2.9,2.65,113,0,0,1
stairwell,2.11764705882353,9,2,7,0,0,3.75,3.5,93,0,0,1
stake,16.6078431372549,5,1,4,7,13,1.3,1,120,0,1,10
staked,1.45098039215686,6,1,5,6,5,1.35,1.5,508,0,0,5
stakeout,1.96078431372549,8,2,6,0,0,3.7,3.1,127,0,0,1
stakes,4.88235294117647,6,1,5,7,8,1.6,1.5,420,0,1,11
stale,2.92156862745098,5,1,4,9,17,1.25,1,136,0,0,3
stalk,1.68627450980392,5,1,4,4,9,1.7,1.4,107,0,0,8
stalked,1.54901960784314,7,1,5,3,5,1.75,1.75,479,0,0,4
stalker,3.70588235294118,7,2,5,1,4,1.9,1.85,365,0,0,3
stalking,5.27450980392157,8,2,6,1,3,1.85,1.7,824,0,0,5
stall,8.96078431372549,5,1,4,5,11,1.65,1.3,124,0,0,14
stalled,1.52941176470588,7,1,5,1,1,1.9,1.75,537,0,0,7
stalling,3.80392156862745,8,2,6,2,3,1.8,1.8,888,0,0,8
stallion,3.19607843137255,8,2,7,0,1,2.7,2.6,303,0,0,1
stamina,1.58823529411765,7,3,7,0,0,2.35,2.7,534,0,0,2
stamp,5.92156862745098,5,1,5,4,2,1.7,1.7,125,0,0,18
stamped,1.49019607843137,7,1,6,2,2,1.8,1.8,480,0,0,9
stampede,1.33333333333333,8,2,7,0,0,2.65,2.55,144,0,0,6
stamps,5.23529411764706,6,1,6,0,1,1.85,1.85,151,0,0,18
stance,1.88235294117647,6,1,5,0,3,1.85,1.75,204,0,0,2
stand,226.196078431373,5,1,5,0,6,1.7,1.4,147,0,0,24
standard,18.4313725490196,8,2,7,0,1,2.75,1.95,188,0,0,11
standards,7.2156862745098,9,2,8,0,0,3.35,2.75,84,0,0,6
standby,2.96078431372549,7,2,7,0,0,2.8,3.75,168,0,0,3
standing,78.3137254901961,8,2,7,0,0,1.9,1.85,856,0,0,21
standpoint,1.33333333333333,10,2,9,0,0,4.2,4.65,246,0,0,1
stands,21.4313725490196,6,1,6,0,0,1.85,1.85,190,0,0,24
staple,1.11764705882353,6,2,6,1,1,1.8,1.85,242,0,0,7
star,81.3529411764706,4,1,4,7,7,1.2,1.25,39,0,1,12
starboard,6.54901960784314,9,2,7,0,0,3.05,3.65,129,0,0,3
starch,1.35294117647059,6,1,5,1,4,1.85,1.8,201,0,0,3
stare,9.96078431372549,5,1,4,12,10,1.1,1.25,162,0,1,3
stared,2.41176470588235,6,1,5,9,5,1.2,1.4,471,0,0,5
stares,1.31372549019608,6,1,5,8,6,1.5,1.55,383,0,1,6
staring,23.4509803921569,7,2,6,6,5,1.3,1.55,928,0,0,7
stark,6.49019607843137,5,1,5,9,6,1.5,1.55,143,0,0,6
starlight,1.58823529411765,9,2,7,0,0,2.95,3.05,114,0,0,1
starling,2.03921568627451,8,2,7,5,2,1.5,1.75,894,0,0,1
starring,2.80392156862745,8,2,6,4,4,1.7,1.5,876,0,0,4
stars,46.1372549019608,5,1,5,8,8,1.35,1.45,163,0,0,11
start,340.098039215686,5,1,5,5,7,1.55,1.45,152,0,0,22
started,187.56862745098,7,2,7,2,1,1.65,1.85,590,1,0,14
starter,2.72549019607843,7,2,6,2,2,1.9,1.8,476,0,0,7
starting,69.7647058823529,8,2,7,3,2,1.7,1.85,954,0,0,17
startle,1.17647058823529,7,2,7,0,1,1.95,2.3,225,0,0,3
startled,2.45098039215686,8,2,8,0,0,2.2,2.7,444,0,0,3
startling,1.37254901960784,9,2,8,0,0,2.25,2.65,549,0,0,3
starts,45.7843137254902,6,1,6,2,2,1.85,1.9,246,0,0,22
starvation,1.47058823529412,10,3,9,0,0,3.2,3.7,494,0,0,2
starve,6.15686274509804,6,1,5,0,4,1.85,1.65,176,0,0,5
starved,4.62745098039216,7,1,6,1,0,1.75,1.9,486,0,0,7
starving,16.9607843137255,8,2,7,3,2,1.8,1.95,823,0,0,7
stash,5.03921568627451,5,1,4,2,7,1.8,1.45,138,0,0,2
stashed,2.76470588235294,7,1,5,2,3,1.9,1.65,547,0,0,1
stat,2.80392156862745,4,1,4,8,9,1.35,1.2,41,0,0,0
state,107.843137254902,5,1,4,7,11,1.35,1.1,137,0,0,11
stated,3.6078431372549,6,2,6,6,0,1.5,1.9,507,1,0,4
statement,29.2352941176471,9,2,8,0,0,2.9,2.65,215,0,0,7
statements,5.47058823529412,10,2,9,0,0,3.35,2.85,144,0,0,7
states,54.0980392156863,6,1,5,6,4,1.55,1.7,419,0,0,11
stateside,1.17647058823529,9,2,7,0,0,3.5,3.45,184,0,0,0
static,4.98039215686275,6,2,6,0,0,2,2,172,0,0,5
stating,1.80392156862745,7,2,6,5,2,1.7,1.85,937,0,0,3
station,79.078431372549,7,2,6,0,0,1.95,1.9,304,0,0,6
stationed,3.27450980392157,9,2,7,0,1,2.85,2.6,349,0,0,1
stationery,1.37254901960784,10,4,9,0,0,3.7,3.9,124,0,0,1
stations,12.6470588235294,8,2,7,0,1,2.3,2.25,226,0,0,7
statistically,1.37254901960784,13,5,12,0,0,3.95,3.65,49,1,0,1
statistics,3.27450980392157,10,3,10,0,0,3.5,3.5,263,0,0,2
statue,10.5882352941176,6,2,5,1,1,1.75,2.15,151,0,0,1
statues,1.94117647058824,7,2,6,0,1,1.95,2.55,360,0,0,1
stature,1.66666666666667,7,2,5,1,1,2.2,2.2,233,0,0,2
status,14.7058823529412,6,2,6,2,0,1.85,2.05,156,1,0,2
statute,1.90196078431373,7,2,6,1,1,2.4,2.4,189,0,0,2
stay,515.647058823529,4,1,3,7,6,1.35,1.1,30,0,0,16
stayed,32.7058823529412,6,1,4,4,15,1.65,1,393,0,0,11
staying,59.6078431372549,7,2,5,3,2,1.7,1.65,827,0,0,11
stays,19.156862745098,5,1,4,2,7,1.7,1.4,95,0,0,17
stead,1.05882352941176,5,1,4,4,10,1.75,1.1,121,0,0,1
steadily,1.17647058823529,8,3,7,0,0,2.6,2.6,214,0,0,2
steady,22.7058823529412,6,2,5,0,2,1.9,1.8,158,0,0,10
steak,16.2352941176471,5,1,4,5,13,1.65,1,119,0,1,1
steaks,4,6,1,5,3,8,1.75,1.5,190,0,1,1
steal,53.3333333333333,5,1,4,4,11,1.65,1.25,142,0,1,5
stealing,24.8039215686275,8,2,6,2,3,1.85,1.8,894,0,0,5
steals,4.37254901960784,6,1,5,1,2,1.8,1.65,203,0,0,5
stealth,2.7843137254902,7,1,5,0,1,2.6,1.9,157,0,0,1
steam,13.4509803921569,5,1,4,3,8,1.6,1.25,116,0,0,7
steamed,1.96078431372549,7,1,5,1,1,1.8,1.55,470,0,0,8
steamer,1.03921568627451,7,2,5,1,1,1.85,1.75,356,0,0,5
steaming,1.98039215686275,8,2,6,1,1,1.85,1.7,848,0,0,8
steed,2.54901960784314,5,1,4,5,13,1.65,1.15,190,0,0,1
steel,18.4509803921569,5,1,4,4,11,1.7,1.25,139,0,1,5
steep,2.45098039215686,5,1,4,6,11,1.6,1.35,117,0,0,6
steer,5.98039215686275,5,1,4,4,13,1.65,1,220,0,0,5
steering,4.05882352941176,8,2,6,0,3,1.95,1.6,913,0,0,6
stein,3.03921568627451,5,1,4,2,7,1.85,1.65,105,0,0,2
stem,2.23529411764706,4,1,4,4,5,1.7,1.6,26,0,0,10
stems,1,5,1,5,3,2,1.75,1.75,115,0,0,10
stench,2.2156862745098,6,1,5,0,0,1.95,1.9,182,0,0,1
step,118.666666666667,4,1,4,3,7,1.7,1.5,25,0,0,21
stepfather,2.96078431372549,10,3,8,0,0,3.75,4.15,142,0,0,1
stepmother,4.23529411764706,10,3,8,0,0,3.7,3.8,83,0,0,1
stepped,12.8627450980392,7,1,5,1,4,1.8,1.55,470,0,0,10
stepping,6.96078431372549,8,2,6,1,2,1.95,1.85,833,0,0,10
steps,24.6862745098039,5,1,5,2,2,1.8,1.8,125,0,0,23
stereo,5.96078431372549,6,3,6,0,0,2.15,2,154,0,0,3
sterile,2.17647058823529,7,2,6,0,0,2.4,2.1,222,0,0,3
sterling,2.2156862745098,8,2,6,2,2,1.9,1.95,883,0,0,2
stern,6.41176470588235,5,1,4,1,5,1.9,1.7,100,0,0,7
steroids,2.54901960784314,8,2,7,0,0,2.85,3.05,146,0,0,2
stew,6.43137254901961,4,1,3,4,4,1.55,1.35,30,0,0,5
steward,2.74509803921569,7,2,5,1,2,2.4,1.85,157,0,0,5
stewardess,3.15686274509804,10,3,7,0,0,3.75,3.55,69,0,0,1
stick,97.1176470588235,5,1,4,5,15,1.5,1,136,0,0,25
sticker,2.7843137254902,7,2,5,1,4,1.7,1.55,365,0,0,4
sticking,14.5294117647059,8,2,6,2,3,1.8,1.65,831,0,0,17
sticks,13.6078431372549,6,1,5,4,8,1.75,1.5,176,0,0,25
sticky,5.72549019607843,6,2,5,2,2,1.8,1.7,144,0,0,5
stiff,10.2549019607843,5,1,4,3,8,1.75,1.55,89,0,0,11
stiles,2.80392156862745,6,1,5,2,2,1.75,1.75,392,0,1,1
still,788.725490196078,5,1,4,3,15,1.55,1.05,118,0,0,18
stimulate,1.37254901960784,9,3,9,0,0,2.4,2.8,155,0,0,7
stimulating,2.35294117647059,11,4,11,0,0,3.25,3.7,353,0,0,10
stimulation,1.37254901960784,11,4,11,0,0,2.65,3.15,375,0,0,4
sting,7.01960784313725,5,1,4,5,15,1.5,1.1,170,0,0,9
stings,1.72549019607843,6,1,5,3,2,1.7,1.55,151,0,0,9
stingy,1.23529411764706,6,2,6,2,0,1.8,2.7,150,0,0,2
stink,13.1960784313725,5,1,5,2,1,1.6,1.55,159,0,0,3
stinking,9.27450980392157,8,2,7,1,0,1.85,1.85,838,0,0,4
stinky,3.56862745098039,6,2,6,3,1,1.8,1.85,157,0,0,2
stir,5.90196078431373,4,1,3,1,11,1.8,1.7,22,0,0,11
stirred,2.41176470588235,7,1,4,0,6,1.95,1.75,442,0,0,11
stirring,2.6078431372549,8,2,5,1,2,1.9,1.85,839,0,0,12
stitch,7.47058823529412,6,1,4,2,7,1.9,1.85,161,0,0,3
stitches,5,8,2,6,1,0,2.2,1.95,284,0,0,3
stock,25.4901960784314,5,1,4,5,10,1.55,1.3,132,0,0,27
stockbroker,1.05882352941176,11,3,9,0,0,4.85,4.55,53,0,0,1
stockholders,2.29411764705882,12,3,10,0,0,4.65,4.35,25,0,0,1
stocking,2.62745098039216,8,2,6,2,4,1.75,1.65,830,0,0,9
stockings,3.72549019607843,9,2,7,0,0,2.7,2.25,109,0,0,9
stocks,4.07843137254902,6,1,5,3,8,1.7,1.55,173,0,0,27
stoke,1.17647058823529,5,1,4,7,12,1.5,1.1,115,0,0,1
stoker,1.70588235294118,6,2,5,3,5,1.85,1.85,545,0,0,3
stole,53.156862745098,5,1,4,6,11,1.6,1.2,123,0,0,4
stolen,34.3137254901961,6,2,6,0,2,1.95,1.95,256,0,0,3
stomach,33.8235294117647,7,2,6,0,0,2.9,2.15,117,0,0,6
stomachs,1.11764705882353,8,2,7,0,0,3.65,2.8,101,0,0,6
stomp,2.66666666666667,5,1,5,3,3,1.8,1.75,102,0,0,2
stomping,1.09803921568627,8,2,7,1,0,1.85,1.8,821,0,0,1
stone,40.6274509803922,5,1,4,4,8,1.45,1.15,130,0,0,16
stoned,4.98039215686275,6,1,5,3,5,1.75,1.65,457,0,0,3
stones,11.3921568627451,6,1,5,4,3,1.75,1.7,369,0,0,15
stood,25.7843137254902,5,1,4,2,5,1.9,1.65,111,0,0,12
stooge,1.09803921568627,6,1,4,0,3,2,1.9,152,0,0,5
stooges,1.09803921568627,7,2,6,0,0,2.5,2.75,318,0,0,5
stool,3.50980392156863,5,1,4,2,11,1.8,1.3,110,0,0,8
stoop,2.45098039215686,5,1,4,6,8,1.6,1.3,113,0,0,8
stop,707.274509803922,4,1,4,5,9,1.5,1.3,30,0,0,22
stopped,75.3725490196078,7,1,5,1,4,1.65,1.5,466,0,0,12
stopping,20.9019607843137,8,2,6,3,3,1.6,1.55,842,0,0,13
stops,21.8039215686275,5,1,5,2,3,1.75,1.65,133,0,0,23
storage,8.86274509803922,7,2,6,0,0,2.55,2.5,183,1,0,6
store,81.921568627451,5,1,4,12,10,1.15,1.1,133,0,0,6
stored,3.31372549019608,6,1,5,4,7,1.55,1.35,435,0,0,2
storeroom,1.62745098039216,9,2,7,0,0,3.55,3.35,161,0,0,1
stores,9.50980392156863,6,1,5,7,8,1.45,1.25,347,0,0,6
stories,43.4313725490196,7,2,6,0,1,1.85,1.8,412,0,0,6
stork,1.62745098039216,5,1,5,5,5,1.75,1.6,114,0,0,1
storm,30.8627450980392,5,1,5,3,5,1.75,1.55,113,0,0,8
stormed,1.13725490196078,7,1,6,0,2,1.9,1.75,434,0,0,5
storms,2.15686274509804,6,1,6,2,3,1.85,1.7,132,0,0,8
stormy,1.45098039215686,6,2,6,1,2,1.85,1.8,135,0,0,2
story,220.78431372549,5,2,5,3,4,1.7,1.55,146,0,0,6
stout,1.03921568627451,5,1,4,4,4,1.7,1.6,109,0,0,5
stove,7.58823529411765,5,1,4,6,4,1.55,1.55,117,0,0,4
stow,1.25490196078431,4,1,3,5,7,1.65,1.25,31,0,0,1
straight,122.43137254902,8,1,5,0,5,2.85,1.5,151,0,0,21
straightaway,1,12,3,8,0,0,5.05,3.7,30,0,0,3
straighten,11.1960784313725,10,2,7,0,0,3.35,2.35,118,0,0,6
straightened,3.72549019607843,12,2,8,0,0,3.75,2.65,69,0,0,6
strain,7.07843137254902,6,1,5,0,2,1.75,1.45,181,0,0,20
strained,1.37254901960784,8,1,6,1,4,1.8,1.6,499,0,0,13
strains,1.13725490196078,7,1,6,1,2,1.75,1.7,560,0,0,20
straits,1.03921568627451,7,1,6,1,1,1.9,1.75,226,0,0,4
strand,1.84313725490196,6,1,6,0,1,1.9,1.8,185,0,0,9
stranded,3,8,2,8,0,0,2.35,2.45,476,1,0,4
strange,86.4313725490196,7,1,6,0,2,1.85,1.9,191,0,0,3
strangely,4.47058823529412,9,2,8,0,0,2.7,3.4,180,0,0,1
stranger,27,8,2,7,1,0,2,2.6,275,0,0,5
strangers,15.4509803921569,9,2,8,0,0,2.6,3.1,217,0,0,2
strangest,3.31372549019608,9,2,9,1,0,2.65,3.6,173,0,0,3
strangle,4.37254901960784,8,2,8,0,0,2.1,2.5,200,0,0,6
strangled,4.90196078431373,9,2,9,1,0,2.2,2.5,359,0,0,7
strap,5.15686274509804,5,1,5,4,3,1.7,1.7,86,0,0,8
strapped,3.2156862745098,8,1,6,1,3,1.8,1.65,390,0,0,4
strapping,1,9,2,7,1,1,2.05,1.9,502,0,0,5
straps,1.31372549019608,6,1,6,4,4,1.7,1.7,152,0,0,8
strategic,2.58823529411765,9,3,9,0,0,3.6,4.75,126,0,0,2
strategy,9.45098039215686,8,3,8,0,0,2.85,3.55,188,0,0,2
straw,6.23529411764706,5,1,4,2,1,1.8,1.8,85,0,0,7
strawberries,3.92156862745098,12,3,9,0,0,5.35,4.35,54,0,0,3
strawberry,5.52941176470588,10,3,8,0,0,4.35,3.75,74,0,0,3
straws,2.09803921568627,6,1,5,2,2,1.85,1.85,139,0,0,6
stray,5.33333333333333,5,1,4,3,2,1.65,1.45,92,0,0,6
strays,1.23529411764706,6,1,5,2,3,1.7,1.5,142,0,0,4
streak,5.7843137254902,6,1,5,1,6,1.85,1.7,171,0,0,7
stream,8.03921568627451,6,1,5,2,4,1.8,1.65,176,0,0,10
streams,1.56862745098039,7,1,6,1,1,1.85,1.85,142,0,0,10
street,148.176470588235,6,1,5,0,4,1.95,1.6,213,0,1,5
streetcar,1.27450980392157,9,2,8,0,0,3.6,3.85,128,0,0,1
streets,31.5882352941176,7,1,6,0,1,2.3,1.8,229,0,0,5
strength,36.921568627451,8,1,7,0,0,2.85,2.35,165,1,0,9
strengthen,1.6078431372549,10,2,8,0,0,3.45,3.1,95,0,0,3
strengths,1.11764705882353,9,1,8,0,0,3.35,2.8,153,1,0,9
stress,15.6078431372549,6,1,5,0,2,1.95,1.9,190,0,0,8
stressed,5.54901960784314,8,1,6,0,1,2.5,1.95,439,0,0,5
stressful,2.50980392156863,9,2,8,0,0,3.95,2.95,139,0,0,1
stretch,14.6666666666667,7,1,5,0,1,2.35,1.9,128,0,0,20
stretched,2.68627450980392,9,1,6,1,2,2.45,2.35,362,0,0,13
stretcher,2.2156862745098,9,2,6,1,1,2.7,2.55,198,0,0,4
stretching,2.2156862745098,10,2,7,0,0,2.8,2.5,325,0,0,13
stricken,1.47058823529412,8,2,7,0,0,2.65,2.6,168,0,0,3
strict,7.01960784313725,6,1,6,0,1,2,1.8,192,0,0,5
strictly,10.7450980392157,8,2,8,0,0,2.95,2.95,200,0,0,3
stride,2.09803921568627,6,1,5,4,5,1.65,1.6,177,0,0,5
strife,1.66666666666667,6,1,5,4,4,1.8,1.8,159,0,0,2
strike,45.5686274509804,6,1,5,5,7,1.6,1.7,162,0,0,27
striker,2.11764705882353,7,2,6,1,1,1.9,2.55,359,0,0,5
strikes,9.50980392156863,7,1,6,3,3,1.7,1.9,358,0,0,27
striking,4.3921568627451,8,2,7,0,0,2,2.05,829,0,0,25
string,12.6666666666667,6,1,5,3,7,1.6,1.25,415,0,0,17
strings,8.19607843137255,7,1,6,1,1,1.8,1.75,168,0,0,18
strip,15.6862745098039,5,1,5,1,3,1.8,1.7,84,0,0,19
stripe,1.45098039215686,6,1,5,5,6,1.55,1.55,165,0,0,6
striped,1.70588235294118,7,1,6,1,3,1.85,1.75,475,0,0,15
stripes,6.31372549019608,7,1,6,2,4,1.7,1.75,360,0,0,20
stripped,3.58823529411765,8,1,6,2,6,1.75,1.6,380,0,0,16
stripper,5.23529411764706,8,2,6,1,2,2.15,1.95,214,0,0,4
strippers,3.37254901960784,9,2,7,0,0,2.65,2.75,189,0,0,4
strips,1.62745098039216,6,1,6,2,4,1.75,1.75,176,0,0,19
strive,1.31372549019608,6,1,5,4,4,1.7,1.75,178,0,0,2
stroke,13.078431372549,6,1,5,1,4,1.7,1.6,149,0,0,16
strokes,2.47058823529412,7,1,6,1,1,1.85,1.85,344,0,0,16
stroll,4.13725490196078,6,1,5,1,2,1.9,1.65,157,0,0,2
strolling,1.23529411764706,9,2,7,0,0,2.65,1.95,548,0,0,1
strong,86.8627450980392,6,1,5,2,3,1.85,1.8,274,0,0,10
stronger,19.0980392156863,8,2,6,1,0,2.4,3.05,244,1,0,10
strongest,4.74509803921569,9,2,9,1,0,2.8,3.85,154,0,0,10
stronghold,1.17647058823529,10,2,9,0,0,4.25,4.7,66,0,0,1
strongly,6.70588235294118,8,2,7,0,0,2.65,2.85,174,0,0,2
struck,16.1960784313725,6,1,5,0,5,1.9,1.65,126,0,0,22
structural,1.82352941176471,10,3,9,0,0,3.75,3.9,90,0,0,6
structure,10.1764705882353,9,2,7,0,0,2.75,2.55,147,0,0,6
structures,1.13725490196078,10,2,8,0,0,3.05,2.85,146,0,0,6
struggle,13.3725490196078,8,2,7,0,0,2.45,2.2,132,0,0,7
struggled,2.17647058823529,9,2,8,1,1,2.4,2.35,320,0,0,4
struggles,1.05882352941176,9,2,8,1,1,2.75,2.6,190,0,0,7
struggling,6.19607843137255,10,3,9,0,0,3.05,2.6,320,1,0,5
strung,2.23529411764706,6,1,5,3,5,1.8,1.65,236,0,0,8
strut,1.56862745098039,5,1,5,1,5,1.9,1.7,90,0,0,3
stubborn,10.8627450980392,8,2,6,0,0,3.5,2.9,112,0,0,2
stuck,66.6470588235294,5,1,4,4,12,1.6,1.15,127,0,0,18
stud,6.94117647058824,4,1,4,1,9,1.7,1.15,20,0,0,7
student,43.0392156862745,7,2,7,0,0,2.75,2.85,191,0,0,2
students,30.6666666666667,8,2,8,0,0,2.95,3.4,209,0,0,2
studied,11.3137254901961,7,2,6,1,1,2.15,1.8,511,0,0,7
studies,9.35294117647059,7,2,6,2,1,2.55,2,396,0,0,16
studio,23.3333333333333,6,3,6,0,0,2.4,2.45,106,0,0,3
studios,2.47058823529412,7,3,7,1,0,2.6,2.8,167,0,0,3
study,49.0392156862745,5,2,5,0,3,1.85,1.7,107,0,0,16
studying,19.3529411764706,8,3,7,0,0,2.7,2.5,782,0,0,7
stuff,306.921568627451,5,1,4,3,7,1.75,1.35,85,0,0,14
stuffed,8.64705882352941,7,1,5,0,2,2,1.7,396,0,0,9
stuffing,3.23529411764706,8,2,6,0,1,2.45,1.9,785,0,0,9
stuffy,3.62745098039216,6,2,5,0,2,2,1.75,102,0,0,3
stumble,1.96078431372549,7,2,7,0,0,1.85,1.8,147,0,0,6
stumbled,3.98039215686275,8,2,8,0,0,1.95,2.05,395,0,0,4
stumbling,1.11764705882353,9,3,9,0,0,2.55,2.5,514,1,0,4
stump,2.45098039215686,5,1,5,3,3,1.75,1.7,99,0,0,8
stumped,1.19607843137255,7,1,6,1,1,1.8,1.7,453,0,0,4
stun,1.88235294117647,4,1,4,2,10,1.55,1.3,18,0,0,3
stung,1.52941176470588,5,1,4,3,6,1.6,1.4,131,0,0,6
stunned,3.70588235294118,7,1,5,0,4,2.05,1.65,461,0,0,6
stunning,4.09803921568627,8,2,6,0,1,1.9,1.85,833,0,0,7
stunt,9.19607843137255,5,1,5,1,2,1.7,1.75,124,0,0,4
stunts,1.92156862745098,6,1,6,0,0,1.9,1.95,208,0,0,4
stupid,184.411764705882,6,2,6,0,0,2.45,2.15,114,1,0,4
stupidest,2.37254901960784,9,3,9,0,0,3.65,3.95,131,0,0,3
stupidity,3.19607843137255,9,4,9,0,0,3.1,3.4,157,0,0,2
sturdy,1.68627450980392,6,2,5,0,2,2.05,2.1,124,0,0,3
stutter,1.88235294117647,7,2,5,1,0,1.9,1.9,418,0,0,2
style,30.078431372549,5,1,4,2,10,1.8,1.6,98,0,0,12
styles,2.66666666666667,6,1,5,1,2,1.8,1.75,362,0,1,12
stylish,2.15686274509804,7,2,6,0,0,2.7,2.45,194,0,0,2
sub,7.64705882352941,3,1,3,11,15,1.25,1.1,12,0,0,3
subconscious,2.62745098039216,12,3,9,0,0,4.7,4,50,0,0,2
subject,36.9607843137255,7,2,7,0,0,2.6,3.6,92,1,0,15
subjected,1.50980392156863,9,3,9,0,1,2.85,2.9,420,0,0,4
subjective,1.11764705882353,10,3,9,0,1,3.05,2.85,301,0,0,2
subjects,6.96078431372549,8,2,8,0,0,2.85,3.7,126,1,0,12
sublime,1.45098039215686,7,2,6,0,0,2.7,2.65,150,0,0,6
