word,SUBTLwf,nLet,nSyll,nPhon,coltNOrth,coltNPhon,old20,pld20,posBigram,isHomograph,isHomophone,WNsensecount
colleagues,6.50980392156863,10,2,6,0,0,3.4,2.35,221,0,0,2
collect,20,7,2,6,0,2,2.5,1.85,258,0,0,8
collected,5.74509803921569,9,3,8,0,2,2.65,2.2,547,0,0,7
collecting,6.84313725490196,10,3,8,0,2,2.8,2.15,605,0,0,6
collection,18.156862745098,10,3,8,0,2,2.4,2.15,585,0,0,4
collections,1.35294117647059,11,3,9,0,1,2.65,2.35,245,0,0,4
collective,2.3921568627451,10,3,8,0,2,2.65,2.15,395,0,0,4
collector,4.31372549019608,9,3,7,0,1,3,2.25,250,1,0,4
collectors,1.47058823529412,10,3,8,0,0,3.05,2.6,246,1,0,4
collects,1.76470588235294,8,2,7,0,2,2.65,2.2,252,0,0,6
college,85.1764705882353,7,2,5,0,0,2.3,2.2,255,0,0,3
colleges,2.27450980392157,8,3,7,0,0,2.6,2.7,313,0,0,3
collie,1.03921568627451,6,2,4,0,18,2.1,1,223,0,0,1
collision,2.68627450980392,9,3,7,0,0,2.7,2.6,376,0,0,3
cologne,3.15686274509804,7,2,5,0,1,2.75,1.9,188,0,0,2
colon,2.52941176470588,5,2,5,2,1,1.9,1.95,115,0,1,5
colonel,96.2549019607843,7,2,5,0,2,2.4,1.85,219,0,0,1
colonial,2.05882352941176,8,4,8,0,0,2.65,3,279,0,0,4
colonies,1.76470588235294,8,3,7,0,0,2.45,2.5,345,0,0,6
colony,5.92156862745098,6,3,6,0,0,2.15,1.95,164,0,0,6
color,39.4313725490196,5,2,4,1,10,1.9,1.55,109,1,0,15
colored,7.3921568627451,7,2,5,0,3,2.35,1.7,519,0,1,11
colorful,3.19607843137255,8,3,7,0,0,3.3,3.55,222,0,0,3
coloring,1.80392156862745,8,3,6,0,1,2.5,2.2,940,0,0,9
colors,10.3529411764706,6,2,5,0,6,1.95,1.6,235,0,0,16
colossal,1.41176470588235,8,3,7,0,0,3.4,2.9,228,0,0,1
colt,5.23529411764706,4,1,4,9,9,1.35,1.3,91,0,0,2
column,10.9607843137255,6,2,5,0,1,2.7,1.85,127,0,0,9
columnist,1,9,3,9,0,0,3.35,2.55,233,0,0,1
columns,2.76470588235294,7,2,6,0,0,2.7,1.9,215,0,0,9
coma,12.2745098039216,4,2,4,7,4,1.6,1.55,63,0,0,3
comb,6.05882352941176,4,1,3,8,23,1.6,1,65,0,0,8
combat,13.843137254902,6,2,6,0,0,2.05,2.55,135,1,0,3
combed,1.07843137254902,6,1,4,1,3,1.95,1.45,408,0,0,4
combination,11.9803921568627,11,4,10,0,0,2.75,2.45,479,0,0,7
combinations,1.17647058823529,12,4,11,0,0,3.45,2.85,155,0,0,7
combine,2.2156862745098,7,2,6,1,0,2.15,2.45,570,1,0,10
combined,4.13725490196078,8,2,7,0,0,2.55,2.5,521,0,0,8
combing,1.15686274509804,7,2,5,2,6,1.85,1.6,876,0,0,4
combo,2.45098039215686,5,2,5,0,1,1.9,2,83,0,0,1
combustion,1.25490196078431,10,3,9,0,0,3.05,4.75,558,0,0,3
come,3140.98039215686,4,1,3,16,27,1.15,1,75,0,1,22
comeback,3.33333333333333,8,2,6,0,0,3.55,2.75,205,0,0,2
comedian,4.09803921568627,8,4,8,0,0,2.95,2.6,251,0,0,2
comedy,11.8039215686275,6,3,6,0,0,2.15,1.95,128,0,0,2
comes,228.549019607843,5,1,4,6,8,1.3,1.6,234,0,0,22
comet,3.07843137254902,5,2,5,1,2,1.8,1.75,95,0,0,1
comfort,17.2156862745098,7,2,6,0,0,2.45,2.8,183,0,0,9
comfortable,47.2156862745098,11,4,10,1,0,3.65,3.5,183,0,0,5
comfortably,1.49019607843137,11,4,10,1,0,4.1,4.05,196,0,0,3
comforted,1.03921568627451,9,3,8,0,1,2.5,3.3,504,0,0,3
comforting,4.35294117647059,10,3,8,0,1,2.95,3.4,574,0,0,4
comforts,1.3921568627451,8,2,7,0,0,2.65,3.25,220,0,0,10
comfy,2.25490196078431,5,2,5,0,0,2,1.95,70,0,0,1
comic,10.8235294117647,5,2,5,0,1,1.8,1.75,86,0,0,3
comics,4.33333333333333,6,2,6,0,0,1.95,1.95,143,0,0,2
coming,527.019607843137,6,2,5,2,6,1.7,1.4,378,0,0,26
command,43.6274509803922,7,2,6,1,1,2.15,2.15,217,0,0,12
commandant,2.56862745098039,10,3,9,0,0,3.35,4.5,252,0,0,1
commanded,1.66666666666667,9,3,8,1,0,2.45,2,440,1,0,5
commander,37,9,3,7,1,2,2.35,2.4,276,0,0,4
commanders,1.54901960784314,10,3,8,0,1,2.7,2.85,228,0,0,4
commanding,6.90196078431373,10,3,8,0,0,2.75,2.15,436,0,0,6
commandment,1.62745098039216,11,3,10,0,0,3.45,3.6,196,0,0,2
commando,1.05882352941176,8,3,7,1,2,2.6,2.7,181,0,0,2
commands,3.74509803921569,8,2,7,1,2,2.3,2.6,192,0,0,12
commence,4.6078431372549,8,2,6,1,1,2.3,2,261,0,0,3
commencing,1.27450980392157,10,3,8,0,0,2.75,2.55,447,0,0,3
commend,1.7843137254902,7,2,6,2,2,2.05,1.8,219,0,0,5
comment,12.8235294117647,7,2,6,1,0,2,2.15,247,0,0,6
commentary,1.49019607843137,10,4,9,0,0,3.15,3,228,0,0,1
commentator,2.72549019607843,11,4,9,0,0,3.5,3.7,162,0,0,2
comments,4.66666666666667,8,2,7,0,0,2.25,2.65,273,0,0,6
commerce,3.47058823529412,8,2,5,1,0,2.75,2.65,230,0,0,3
commercial,16.2549019607843,10,3,7,0,0,3.55,2.95,246,0,0,4
commercials,4.68627450980392,11,3,8,0,0,4.2,3.4,152,0,0,1
commie,1.64705882352941,6,2,4,1,9,1.95,1.25,167,0,0,1
commies,1.13725490196078,7,2,5,1,1,2.1,1.9,441,0,0,1
commission,13.7843137254902,10,3,7,0,1,2.7,1.85,476,0,0,12
commissioned,1.41176470588235,12,3,8,1,1,4,2.55,113,0,0,5
commissioner,12.2352941176471,12,4,8,1,1,4,2.95,97,0,0,2
commit,19.2941176470588,6,2,5,1,1,2.15,1.95,138,0,0,6
commitment,10.7843137254902,10,3,9,0,0,3.25,3.35,298,0,0,5
commitments,1.13725490196078,11,3,10,0,0,3.55,3.6,195,0,0,5
commits,1.29411764705882,7,2,6,1,1,2.4,2.15,286,0,0,6
committed,24.0196078431373,9,3,7,1,0,2.55,2.1,534,0,0,8
committee,22.0196078431373,9,3,6,1,1,2.75,2.45,316,0,0,2
committees,1.07843137254902,10,3,7,0,0,3.3,2.7,272,0,0,2
committing,4.52941176470588,10,3,7,0,0,2.85,2.15,580,0,0,6
commodity,1.64705882352941,9,4,8,0,0,3.4,2.9,265,0,0,1
commodore,3.6078431372549,9,3,7,0,0,3.65,3,233,0,0,1
common,44.6078431372549,6,2,5,0,3,1.95,1.7,196,0,0,10
commonly,1.25490196078431,8,3,7,0,0,2.8,2.35,211,0,0,1
commonwealth,6.66666666666667,12,3,9,0,0,5,4.5,72,0,0,4
commotion,2.07843137254902,9,3,7,0,1,2.95,2.5,427,0,0,3
commune,1.31372549019608,7,2,6,0,0,1.95,2.7,193,1,0,4
communicate,8.50980392156863,11,4,10,0,0,2.95,4.05,173,0,0,7
communicating,2.37254901960784,13,5,12,0,0,3.4,4.2,153,0,0,8
communication,10.3529411764706,13,5,12,0,0,2.95,4.45,157,0,0,3
communications,7.80392156862745,14,5,13,0,0,3.35,5.05,45,0,0,4
communion,2.07843137254902,9,3,9,0,0,2.7,3.65,339,0,0,3
communism,2.09803921568627,9,4,10,1,0,2.8,3.95,235,0,0,2
communist,7.56862745098039,9,3,9,1,0,2.5,2.95,256,0,0,3
communists,4.52941176470588,10,3,10,0,0,3.05,3.3,201,1,0,2
communities,1.33333333333333,11,4,10,0,0,3.55,3.65,311,1,0,6
community,29.1372549019608,9,4,9,0,0,2.65,3.2,271,1,0,6
compact,1.68627450980392,7,2,7,0,0,2.45,2.65,206,1,0,10
companies,11.3921568627451,9,3,8,0,0,2.8,2.85,345,0,0,10
companion,6.33333333333333,9,3,9,0,0,2.7,3.35,349,0,0,4
companions,2.33333333333333,10,3,10,0,0,3,3.65,266,0,0,4
companionship,1.88235294117647,13,4,12,0,0,5.3,5.9,59,0,0,1
company,147.196078431373,7,3,7,0,0,2.7,2.6,217,0,0,10
compare,8.35294117647059,7,2,6,0,1,2.35,2.2,258,0,0,5
compared,10.5294117647059,8,2,7,0,1,2.45,2.3,509,0,0,4
comparing,2.19607843137255,9,3,8,0,1,2.7,2.6,666,0,0,5
comparison,3.66666666666667,10,4,10,0,0,3.25,3.75,333,0,0,3
compartment,5.96078431372549,11,3,11,0,0,3.2,3.45,211,0,0,2
compass,4.05882352941176,7,2,6,0,1,2.4,2,207,0,0,7
compassion,6.25490196078431,10,3,8,0,0,2.75,2.65,476,0,0,2
compassionate,1.7843137254902,13,4,10,0,0,4.5,3.5,63,0,0,2
compatible,2.35294117647059,10,4,10,0,0,3.7,3.65,279,0,0,3
compel,1.01960784313725,6,2,6,0,1,1.95,2.25,208,0,0,2
compelled,2.70588235294118,9,2,7,0,1,2.8,2.35,449,0,0,2
compelling,1.90196078431373,10,3,8,0,1,2.8,2.5,459,0,0,4
compensate,2.43137254901961,10,3,9,0,0,3.2,3.35,250,0,0,6
compensation,2.13725490196078,12,4,11,0,0,2.85,2.8,262,0,0,3
compete,8.47058823529412,7,2,6,0,0,1.9,2.25,237,0,0,1
competent,2.43137254901961,9,3,9,0,0,2.5,2.6,307,0,0,3
competing,3.76470588235294,9,3,8,0,0,2.25,2.35,721,0,0,1
competition,20.9019607843137,11,4,10,0,1,3,2.9,444,0,0,4
competitive,4.19607843137255,11,4,10,0,0,3.55,3.5,324,1,0,3
competitor,1.37254901960784,10,4,9,0,0,3.45,3.5,242,1,0,1
competitors,2.13725490196078,11,4,10,0,0,3.55,3.65,194,1,0,1
complain,12.5490196078431,8,2,7,0,0,2.6,2.45,206,0,0,2
complained,3.50980392156863,10,2,8,0,2,2.95,2.5,316,0,0,2
complaining,11.1960784313725,11,3,9,0,0,3.3,2.6,279,0,0,3
complains,1.58823529411765,9,2,8,1,2,2.55,2.55,443,0,0,2
complaint,10.156862745098,9,2,8,1,2,2.5,2.45,458,0,0,5
complaints,6.84313725490196,10,2,9,0,0,3.05,2.85,244,0,0,5
complete,51.6862745098039,8,2,7,0,0,2.3,2.45,256,0,0,10
completed,7.66666666666667,9,3,9,0,0,2.35,2.75,509,1,0,8
completely,84.3725490196078,10,3,9,0,0,2.95,3.4,266,0,0,2
completion,1.54901960784314,10,3,9,1,0,2.6,2.7,573,0,0,2
complex,13.1176470588235,7,2,8,0,0,2.3,3.25,262,1,0,5
complexion,1.92156862745098,10,3,9,1,0,3.1,3,414,0,0,6
complicate,1.47058823529412,10,3,9,0,0,3,3.45,244,0,0,2
complicated,27.156862745098,11,4,11,0,0,3.25,3.65,244,0,0,3
complication,1.3921568627451,12,4,11,0,0,2.7,2.8,256,0,0,5
complications,4.05882352941176,13,4,12,0,0,3.1,3.15,86,0,0,5
compliment,10.2549019607843,10,3,10,0,0,2.7,3.15,305,0,0,3
complimentary,1.88235294117647,13,5,12,0,0,4.1,6.05,63,0,0,2
compliments,6.92156862745098,11,3,11,0,0,2.95,3.35,196,0,0,4
comply,2.31372549019608,6,2,6,0,0,1.95,2.5,195,0,0,1
component,1.58823529411765,9,3,9,0,0,2.75,3.1,308,0,0,3
components,1.64705882352941,10,3,10,0,0,3,3.45,257,0,0,3
compose,1.56862745098039,7,2,6,0,0,1.85,2.15,213,0,0,6
composed,1.90196078431373,8,2,7,1,1,2.1,2.4,476,0,0,7
composer,2.49019607843137,8,3,7,1,1,2.35,2.6,310,0,0,1
composite,1.25490196078431,9,3,8,0,0,2.5,2.85,307,1,0,4
composition,2.43137254901961,11,4,10,0,1,2.6,2.75,426,0,0,9
compound,7.07843137254902,8,2,7,0,0,2.7,2.95,205,1,0,11
comprehend,1.84313725490196,10,3,10,0,0,3.45,4.3,231,0,0,3
comprehension,1.07843137254902,13,4,12,0,0,4.05,4.2,101,0,0,2
comprehensive,1.13725490196078,13,4,12,0,0,4.05,4.75,65,0,0,3
compression,1.23529411764706,11,3,9,0,0,2.65,2.65,300,0,0,4
compromise,7.01960784313725,10,3,9,0,0,3.25,3.65,203,0,0,5
compromised,4.92156862745098,11,3,10,1,0,3.25,4.05,193,0,0,3
compromises,1.01960784313725,11,4,11,1,1,3.2,4.55,170,0,0,5
compromising,1.47058823529412,12,4,11,0,1,3.75,3.95,140,0,0,5
compulsion,1.23529411764706,10,3,9,0,0,2.75,2.65,451,0,0,3
compulsive,1.92156862745098,10,3,9,0,0,3.25,3.25,261,0,0,3
computer,59.0392156862745,8,3,8,0,0,2.1,2.65,332,0,0,2
computers,10.8039215686275,9,3,9,0,0,2.5,3.3,286,0,0,2
comrade,8.54901960784314,7,2,6,0,0,2.6,2.6,189,0,0,3
comrades,4.7843137254902,8,2,7,0,0,2.85,2.8,326,0,0,3
con,12.6274509803922,3,1,3,21,32,1,1,22,0,1,6
conceal,2.52941176470588,7,2,6,0,2,2.35,1.8,265,0,0,2
concealed,2.27450980392157,9,2,7,0,1,2.55,1.85,476,0,0,4
concede,1.03921568627451,7,2,6,0,2,2.05,1.7,222,0,0,4
conceivable,1.19607843137255,11,4,10,0,0,3.7,3.7,184,0,0,1
conceive,2.29411764705882,8,2,6,0,2,2.4,1.95,208,0,0,3
conceived,3.17647058823529,9,2,7,1,1,2.55,2.05,444,0,0,3
concentrate,15.6470588235294,11,3,10,0,0,3.4,3.85,191,0,0,11
concentrated,1.94117647058824,12,4,12,0,0,3.55,4.8,148,1,0,13
concentrating,2.11764705882353,13,4,12,0,0,3.75,4.9,162,0,0,8
concentration,5.52941176470588,13,4,12,0,0,3.45,3.8,166,0,0,7
concept,10.843137254902,7,2,7,1,0,1.95,2.65,202,0,0,1
conception,2.07843137254902,10,3,9,0,0,2.4,2.3,581,0,0,4
concepts,1.43137254901961,8,2,8,1,0,2.2,2.75,246,1,0,1
concern,26.1176470588235,7,2,6,1,0,1.95,2.25,333,0,0,7
concerned,44.3333333333333,9,2,7,0,1,2.3,2.45,502,0,0,5
concerning,4.90196078431373,10,3,8,0,0,2.55,2.55,482,0,0,2
concerns,10.2156862745098,8,2,7,1,1,2.2,2.5,260,0,0,7
concert,17.5490196078431,7,2,6,3,1,1.7,2.5,335,1,0,3
concerts,1.86274509803922,8,2,7,2,0,1.7,2.75,289,1,0,3
concession,1.35294117647059,10,3,8,2,1,2.45,2.15,518,0,0,3
concierge,1.43137254901961,9,3,8,0,0,3.05,4.75,222,0,0,1
conclude,2.49019607843137,8,2,7,0,0,2.55,2.75,201,0,0,5
concluded,2.19607843137255,9,3,9,1,0,2.65,2.8,425,1,0,6
concludes,2.23529411764706,9,2,8,1,0,2.7,3,295,0,0,5
conclusion,9.11764705882353,10,3,9,0,0,2.5,2.7,451,0,0,9
conclusions,4.86274509803922,11,3,10,0,0,2.8,3.15,237,0,0,9
conclusive,1.19607843137255,10,3,9,0,0,3,3.1,261,0,0,1
concrete,7.43137254901961,8,2,7,0,0,2.85,2.95,253,1,0,5
concubine,1.25490196078431,9,3,9,0,0,3.35,4.7,435,0,0,1
concur,1.19607843137255,6,2,5,0,1,2.2,2.55,136,0,0,2
concussion,4.49019607843137,10,3,8,1,0,2.6,2.9,486,0,0,2
condemn,2.37254901960784,7,2,6,0,0,2.75,2.5,231,0,0,6
condemned,4.54901960784314,9,2,7,0,0,2.7,2.55,445,0,0,6
condescending,1.29411764705882,13,4,11,0,0,4.4,5,94,0,0,5
condition,37.9607843137255,9,3,8,0,0,2.4,2.2,462,0,0,13
conditioned,1.49019607843137,11,3,9,1,2,3.15,2.6,249,0,0,7
conditioner,2.15686274509804,11,4,9,1,2,3.3,2.9,216,0,0,3
conditioning,3.84313725490196,12,4,10,0,0,3.75,3.25,164,0,0,6
conditions,12.6862745098039,10,3,9,0,2,2.6,2.25,291,0,0,16
condolences,3.17647058823529,11,4,11,0,0,3.65,4.6,201,0,0,1
condom,5.15686274509804,6,2,6,2,0,2.4,1.9,173,0,0,1
condone,1.15686274509804,7,2,6,0,0,2.35,2.5,297,0,0,1
condor,1.17647058823529,6,2,5,3,7,1.85,1.55,197,0,0,1
conduct,11.0980392156863,7,2,7,1,0,2.35,2.35,238,1,0,8
conducted,3.19607843137255,9,3,9,0,0,2.55,2.4,541,0,0,6
conducting,3.70588235294118,10,3,9,0,0,2.7,2.55,615,0,0,8
conductor,3.03921568627451,9,3,8,0,0,2.85,2.5,244,0,0,4
conduit,1.03921568627451,7,3,7,1,0,2.75,2.95,233,1,0,1
cone,2.92156862745098,4,1,3,18,34,1,1,107,0,0,5
cones,1.19607843137255,5,1,4,9,13,1.35,1.3,268,0,0,7
confederate,1.86274509803922,11,4,9,0,0,3.45,4.1,189,1,0,7
confer,1.29411764705882,6,2,5,0,1,1.85,2.15,437,0,0,2
conference,25.4117647058824,10,3,8,0,0,2.65,2.8,288,1,0,3
conferences,1.17647058823529,11,4,10,0,0,2.95,4,216,1,0,3
confess,15.843137254902,7,2,6,0,0,2.15,2.45,263,0,0,3
confessed,5.96078431372549,9,2,7,0,0,2.55,2.3,491,0,0,3
confessing,1.45098039215686,10,3,8,0,0,2.7,2.6,526,0,0,3
confession,16.4901960784314,10,3,8,1,1,2.35,2.25,506,0,0,5
confessional,1.29411764705882,12,4,10,0,0,3.3,3.1,124,0,0,1
confessions,1.62745098039216,11,3,9,0,0,2.5,2.35,255,0,0,5
confide,1.90196078431373,7,2,6,0,0,2.05,2.4,216,0,0,2
confidence,19.4705882352941,10,3,9,0,1,2.6,3.6,259,0,0,5
confident,10.6470588235294,9,3,9,0,1,2.45,3.7,287,0,0,3
confidential,6.70588235294118,12,4,11,0,0,3.7,3.95,184,1,0,4
confidentially,1.07843137254902,14,5,12,0,0,4.8,4.55,33,1,0,1
confined,2.96078431372549,8,2,7,0,0,2.05,2.3,537,0,0,9
confirm,14.4313725490196,7,2,6,0,0,2.4,2.05,201,0,0,5
confirmation,5.49019607843137,12,4,10,0,0,3.2,2.7,268,0,0,5
confirmed,13.5098039215686,9,2,7,1,1,2.65,2.35,412,0,0,7
confirming,1.6078431372549,10,3,8,0,0,2.85,2.5,432,0,0,7
confirms,2.6078431372549,8,2,7,0,1,2.55,2.3,180,0,0,5
confiscated,2.05882352941176,11,4,11,0,0,3.65,4.25,251,0,0,1
conflict,8.70588235294118,8,2,8,0,0,2.8,3,265,1,0,9
conflicts,1.50980392156863,9,2,9,0,0,3.15,3.55,229,1,0,9
conformed,1.25490196078431,9,2,8,1,0,2.5,2.55,430,0,0,2
confound,1.15686274509804,8,2,7,0,0,2.9,2.7,195,1,0,2
confounded,1.05882352941176,10,3,9,0,0,3.05,2.7,286,0,0,3
confront,4.27450980392157,8,2,8,0,0,2.85,2.95,254,0,0,4
confrontation,1.92156862745098,13,4,12,0,0,3.65,3.5,161,0,0,5
confronted,2.70588235294118,10,3,10,0,0,2.95,3.35,346,1,0,4
confuse,4.76470588235294,7,2,7,0,0,2.4,2.55,208,0,0,5
confused,32.4117647058824,8,2,8,0,0,2.5,2.7,455,0,0,10
confusing,9.84313725490196,9,3,9,0,0,2.7,2.8,635,0,0,7
confusion,7.11764705882353,9,3,9,0,0,2.35,2.6,360,0,0,5
congratulate,7.01960784313725,12,4,11,0,0,4.15,5.6,86,0,0,4
congregation,2.29411764705882,12,4,11,0,0,3.35,3.6,265,0,0,3
congress,8.2156862745098,8,2,7,0,0,2.7,2.75,301,0,0,4
congressional,2.05882352941176,13,4,11,0,0,4.05,4.55,75,0,0,1
congressman,6.37254901960784,11,3,10,0,0,4.05,4.15,162,0,0,1
conjunction,1.29411764705882,11,3,10,0,0,2.6,3.3,425,0,0,6
conjure,1.25490196078431,7,2,5,0,1,2.45,2.15,242,0,0,3
connect,9.64705882352941,7,2,6,0,1,1.95,1.95,246,0,0,11
connected,17.2745098039216,9,3,8,0,1,2.25,2.25,552,1,0,16
connecting,3.2156862745098,10,3,8,0,1,2.5,2.35,631,0,0,11
connection,27.1764705882353,10,3,8,0,1,2.15,1.95,611,0,0,9
connections,7.90196078431373,11,3,9,0,1,2.45,2.1,281,0,0,9
connects,1.86274509803922,8,2,7,0,1,2.3,2.3,245,0,0,11
conned,1.33333333333333,6,1,4,2,10,1.85,1.4,479,0,0,2
conquer,4.98039215686275,7,2,5,0,0,2.65,1.85,373,0,0,3
conquered,2.74509803921569,9,2,6,0,1,2.8,2.2,437,0,0,3
conquering,1.05882352941176,10,3,7,0,0,3,2.7,468,0,0,4
conqueror,1.11764705882353,9,3,6,0,1,3.4,2.9,206,0,0,1
conquest,1.88235294117647,8,2,8,0,0,2.7,3.45,252,0,0,3
cons,2.19607843137255,4,1,4,8,7,1.35,1.65,101,0,0,5
conscience,13.9019607843137,10,2,7,0,0,3.05,2.85,261,0,0,3
conscientious,1.2156862745098,13,4,10,0,0,4.55,5.45,74,0,0,2
conscious,6.80392156862745,9,2,6,0,0,2.85,2.25,286,0,0,3
consciously,1.09803921568627,11,3,8,0,0,3.55,3,181,0,0,1
consciousness,8.09803921568627,13,3,9,0,0,4.65,3.45,64,0,0,2
consecutive,1.62745098039216,11,4,11,0,0,3.55,4.35,316,0,0,4
consensus,1.62745098039216,9,3,9,0,0,3.25,3,260,0,0,1
consent,7.43137254901961,7,2,7,2,0,1.9,2.25,280,0,0,2
consented,1.25490196078431,9,3,9,0,0,2.25,2.35,574,1,0,1
consequence,3.13725490196078,11,3,10,0,0,3.2,3.3,187,0,0,3
consequences,10.5686274509804,12,4,12,0,0,3.5,4.35,110,0,0,3
conservative,3.76470588235294,12,4,10,0,0,3.35,4.1,214,0,0,7
conservatory,1.35294117647059,12,5,11,0,0,4.1,5.45,144,0,0,3
consider,52.4705882352941,8,3,7,0,0,2.45,2.55,328,0,0,9
considerable,4.52941176470588,12,5,11,1,0,3.8,3.95,130,0,0,1
considerably,1.62745098039216,12,5,11,1,0,4.1,4.15,144,0,0,1
considerate,3.43137254901961,11,4,9,0,0,3.1,3.25,197,0,0,1
consideration,6.54901960784314,13,5,11,0,0,3.25,3.8,166,0,0,6
considered,23.1764705882353,10,3,8,0,1,3.25,2.8,309,0,0,10
considering,19.078431372549,11,4,9,0,0,3.5,3.5,308,0,0,9
considers,2.01960784313725,9,3,8,0,1,2.75,2.8,308,0,0,9
consistent,5.74509803921569,10,3,10,0,0,2.6,2.85,313,0,0,4
consists,1.33333333333333,8,2,8,0,0,2.7,2.55,258,1,0,4
consolation,3.64705882352941,11,4,10,0,1,2.7,2.9,491,0,0,2
console,2.23529411764706,7,2,6,0,1,2.35,2,247,1,0,5
conspicuous,1.47058823529412,11,4,11,0,0,3.7,4.2,170,0,0,2
conspiracy,10.3137254901961,10,4,10,0,0,3.85,3.9,196,0,0,3
conspired,1.07843137254902,9,3,8,0,0,2.75,2.65,440,0,0,2
constable,2.82352941176471,9,3,9,0,0,2.85,3.05,271,0,0,3
constant,9.92156862745098,8,2,8,0,1,2.35,2.45,282,0,0,5
constantly,8.82352941176471,10,3,10,0,0,3.4,3.35,262,0,0,2
constitutes,1.27450980392157,11,3,10,0,0,2.95,3.6,234,0,0,4
constitution,5.52941176470588,12,4,11,0,0,2.75,3.35,251,0,0,5
constitutional,2.19607843137255,14,5,13,0,0,5.15,4.2,25,0,0,5
construct,1.45098039215686,9,2,9,0,0,2.5,2.55,207,1,0,7
constructed,1.72549019607843,11,3,11,0,0,2.55,2.45,245,1,0,6
construction,13.843137254902,12,3,11,0,0,2.35,2.55,262,0,0,7
constructive,2.17647058823529,12,3,11,0,0,3.05,2.85,186,0,0,2
consul,3.6078431372549,6,2,6,0,4,2.5,1.95,134,0,0,1
consulate,4.88235294117647,9,3,8,0,0,2.6,2.85,280,0,0,1
consult,5.58823529411765,7,2,7,0,0,2.35,2.25,201,0,0,4
consultant,3.66666666666667,10,3,10,0,0,3.15,3.45,263,0,0,1
consultation,1.25490196078431,12,4,11,0,0,2.8,3.1,276,0,0,3
consulted,1.68627450980392,9,3,9,0,0,2.5,2.75,519,1,0,4
consulting,2.86274509803922,10,3,9,0,0,2.6,2.65,584,0,0,4
consume,2.05882352941176,7,2,6,0,0,2.25,2.15,209,0,0,6
consumed,3.09803921568627,8,2,7,1,1,2.35,2.35,457,0,0,6
consumer,2.07843137254902,8,3,7,1,1,2.4,2.65,291,0,0,1
consuming,1.05882352941176,9,3,8,0,0,2.85,2.5,600,0,0,7
consumption,1.84313725490196,11,3,10,0,0,3.1,3.35,411,1,0,4
contact,64.8039215686274,7,2,7,0,0,2.05,2.35,262,0,0,11
contacted,7.43137254901961,9,3,9,0,1,2.35,3.15,569,0,0,2
contacting,1.47058823529412,10,3,9,0,1,2.6,3.15,629,0,0,2
contacts,7.90196078431373,8,2,8,0,0,2.2,2.4,277,1,0,11
contagious,3.33333333333333,10,3,8,0,0,3.5,3.65,254,0,0,2
contain,6.07843137254902,7,2,6,0,0,2.3,2.05,259,0,0,6
contained,4.6078431372549,9,2,7,1,2,2.35,2.1,473,0,0,7
container,4.29411764705882,9,3,7,1,2,2.7,2.55,309,0,0,1
containers,1.50980392156863,10,3,8,0,0,3.2,3.05,255,0,0,1
containing,2.52941176470588,10,3,8,0,0,2.7,2.3,454,0,0,6
containment,2.09803921568627,11,3,10,0,0,3.2,3.05,230,0,0,3
contains,5.09803921568627,8,2,7,0,2,2.5,2.3,603,0,0,6
contaminated,2.54901960784314,12,5,12,0,0,3.5,4.35,140,1,0,4
contamination,1.17647058823529,13,5,12,0,0,3.35,4.35,175,0,0,3
contemplate,1.23529411764706,11,3,10,0,0,3.3,3.75,187,0,0,4
contemplating,1.35294117647059,13,4,12,0,0,4.05,4.65,152,0,0,4
contemporary,1.94117647058824,12,5,11,0,0,4.6,5.35,89,0,0,4
contempt,5.01960784313725,8,2,8,0,0,2.8,2.95,203,0,0,4
content,7.62745098039216,7,2,7,4,1,1.7,2.35,322,1,0,10
contents,4.29411764705882,8,2,8,1,1,1.85,2.5,316,1,0,10
contest,18.7843137254902,7,2,7,2,1,1.8,2.4,347,1,0,3
contestant,2.66666666666667,10,3,10,0,0,3.15,3.45,329,0,0,2
contestants,2.62745098039216,11,3,11,0,0,3.5,3.75,227,0,0,2
contests,1.35294117647059,8,2,8,1,1,1.95,2.45,271,1,0,3
context,3.19607843137255,7,2,8,2,0,1.9,2.55,239,0,0,2
continent,3.66666666666667,9,3,9,0,0,2.4,2.95,358,0,0,4
continental,3.29411764705882,11,4,11,0,0,3.4,4.8,224,1,0,4
continents,1.47058823529412,10,3,10,0,0,2.55,3.3,290,0,0,2
contingency,1.52941176470588,11,4,11,0,0,3.4,3.95,211,0,0,2
contingent,1.07843137254902,10,3,10,0,0,2.6,3.35,313,0,0,5
continually,1.07843137254902,11,5,11,0,0,3.7,3.4,236,1,0,1
continuance,1.11764705882353,11,4,11,0,0,3.4,3,219,0,0,3
continue,49.5490196078431,8,3,8,0,0,2.6,2.65,284,0,0,10
continued,7.25490196078431,9,3,9,1,1,2.45,2.9,469,0,0,11
continues,21.3529411764706,9,3,9,1,1,2.6,2.9,339,0,0,10
continuing,4,10,4,10,0,0,2.7,3.05,465,0,0,12
continuous,1.92156862745098,10,4,10,0,1,3,2.65,251,0,0,2
continuum,1.50980392156863,9,4,10,0,1,3.3,2.95,250,0,0,1
contract,32.3529411764706,8,2,8,1,1,2.25,2.5,263,1,0,12
contracted,1.84313725490196,10,3,10,0,0,2.45,2.4,397,0,0,10
contraction,1.07843137254902,11,3,10,1,1,2.4,2.55,467,0,0,4
contractor,3.13725490196078,10,3,9,0,1,2.6,2.55,273,0,0,4
