~ NOS * nNoun,,,,,,,,,,,,,,,,,,
,Accuracy,,,,,,,,,,RT,,,,,,,
Task,Dataset,df,adj.r.sq,Predictor,b,SE,VIF,t,p,,adj.r.sq,Predictor,b,SE,VIF,t,p,
,AP_H-F,181,-0.013218225,NOS,0.089251913,0.141732221,4.005941583,0.629722109,0.528876415, ,0.104686861,NOS,-3.604527499,0.878539115,3.8160877,-4.102865128,6.16255215340208e-05,***
,,,,nNoun,-0.039453381,0.293389899,5.530073961,-0.134474232,0.893027586, ,,nNoun,-3.26032139,1.939252512,5.649793377,-1.681225818,0.094443767,.
,,,,NOS:nNoun,-0.003779656,0.023302866,10.52963712,-0.162197035,0.871150694, ,,NOS:nNoun,0.34121813,0.149574789,10.73138874,2.281254302,0.023698137,*
,AP_V-D,181,-0.014231972,NOS,0.055787258,0.141675994,3.84616796,0.393766488,0.693753448, ,0.082025062,NOS,-3.107154385,0.937699698,3.8160877,-3.313592179,0.001112387,**
,,,,nNoun,-0.030723199,0.304014033,5.603313305,-0.10105849,0.91950403, ,,nNoun,-0.939420967,2.069841243,5.649793377,-0.453861363,0.65047234, 
,,,,NOS:nNoun,-0.000163004,0.024996114,10.6498949,-0.00652119,0.99479688, ,,NOS:nNoun,0.17429307,0.159647114,10.73138874,1.09173956,0.276398675, 
,BLP,5191,0.005324909,NOS,0.129638352,0.038357862,2.387100559,3.379707453,0.00072563,***,0.136698294,NOS,-5.226145433,0.267493821,2.460630527,-19.53744357,4.40126073003932e-82,***
,,,,nNoun,0.025682401,0.074999791,3.273226547,0.342432964,0.732025084, ,,nNoun,-5.189538595,0.615280903,3.150741929,-8.434421693,4.26650185620091e-17,***
,,,,NOS:nNoun,-0.003387643,0.009722623,5.331443475,-0.348428917,0.727518089, ,,NOS:nNoun,0.372579584,0.057390191,5.246095763,6.492042931,9.25706609583948e-11,***
,ELP,8441,0.002650951,NOS,0.076675915,0.027098185,2.041752522,2.829559042,0.00466122,**,0.142579993,NOS,-8.997531163,0.343185857,2.136388528,-26.21766309,1.01471209677672e-145,***
,,,,nNoun,0.013325299,0.057066086,3.149663583,0.233506447,0.815368164, ,,nNoun,-8.139179568,0.788206358,2.847532023,-10.3262039,7.53780199504177e-25,***
,,,,NOS:nNoun,0.001541633,0.007986139,4.816312032,0.193038524,0.846928798, ,,NOS:nNoun,0.554642818,0.080603935,4.511750117,6.881088582,6.3635236250953e-12,***
ALD,AELP,5314,-5.31E-05,NOS,0.036441996,0.029935167,3.102074274,1.217364038,0.223465739, ,0.038427904,NOS,-5.72905913,0.544609703,3.020983453,-10.5195686,1.25181994768476e-25,***
,,,,nNoun,-0.033430223,0.051759446,3.027352981,-0.645876747,0.51835918, ,,nNoun,-4.558921719,1.00620391,2.975318939,-4.530812961,6.00442279416559e-06,***
,,,,NOS:nNoun,-0.000837634,0.005644313,5.747560523,-0.148403136,0.882024625, ,,NOS:nNoun,0.493379256,0.104452913,5.655253226,4.723460974,2.37832500895002e-06,***
,MALD,7487,-0.000266622,NOS,0.016103367,0.026042464,2.156093912,0.618350367,0.536344407, ,0.011564282,NOS,-4.716959035,0.631544583,2.147352985,-7.468924853,8.99910096125176e-14,***
,,,,nNoun,-0.017643462,0.057719977,2.946032745,-0.305673401,0.759853327, ,,nNoun,-2.923074934,1.45281068,2.865282515,-2.012013661,0.04425425,*
,,,,NOS:nNoun,0.000901924,0.006291135,4.683087485,0.143364321,0.88600246, ,,NOS:nNoun,0.316143364,0.146983931,4.559747347,2.150870253,0.031518349,*
NMG,NMG,8465,0.001635979,NOS,0.122654588,0.050056899,2.098816535,2.450303344,0.014273591,*,0.090930799,NOS,-5.877463464,0.270384202,2.136335956,-21.73745146,5.38656217453358e-102,***
,,,,nNoun,-0.022385127,0.098481071,3.363826156,-0.227303855,0.820187476, ,,nNoun,-3.014805594,0.621063521,2.846770411,-4.854262879,1.22997633184862e-06,***
,,,,NOS:nNoun,0.00279339,0.015532267,5.168422969,0.179844314,0.857274793, ,,NOS:nNoun,0.289188222,0.063527428,4.51007363,4.552178967,5.38342826290638e-06,***
SD,SDP,3081,0.002293534,NOS,-0.069785722,0.028025008,2.189040724,-2.490123172,0.012769883,*,0.014724136,NOS,5.214333701,1.22112775,2.332451594,4.270096803,2.01291451244649e-05,***
,,,,nNoun,-0.115154354,0.060357897,3.149174024,-1.907858959,0.056409448,.,,nNoun,-6.392419838,2.328096535,2.980338822,-2.745770952,0.006071942,**
,,,,NOS:nNoun,0.012807868,0.007939849,5.010316327,1.613112288,0.106720115, ,,NOS:nNoun,-0.714535004,0.312722908,4.912968272,-2.284882194,0.022387411,*
~ NOS * nVerb,,,,,,,,,,,,,,,,,,
,Accuracy,,,,,,,,,,RT,,,,,,,
Task,Dataset,df,adj.r.sq,Predictor,b,SE,VIF,t,p,,adj.r.sq,Predictor,b,SE,VIF,t,p,
,AP_H-F,181,-0.013557417,NOS,0.0285589,0.131814679,3.577672846,0.216659482,0.828473727, ,0.086276668,NOS,-1.972774501,0.888960799,3.828437888,-2.219191783,0.02771627,*
,,,,nVerb,0.094480663,0.243008591,6.802592474,0.388795565,0.697427381, ,,nVerb,-1.948342295,1.538322807,6.683975429,-1.266536703,0.206948457, 
,,,,NOS:nVerb,-0.003777302,0.016878928,9.430366711,-0.223788006,0.822922263, ,,NOS:nVerb,0.101134298,0.106160194,9.885585627,0.952657434,0.342034128, 
,AP_V-D,181,-0.01389151,NOS,0.029148449,0.132502078,3.58175283,0.219984848,0.825882956, ,0.089425707,NOS,-1.168283955,0.935422228,3.828437888,-1.24893756,0.213300773, 
,,,,nVerb,0.082988068,0.243810619,6.821897495,0.340379219,0.733570966, ,,nVerb,-2.336115561,1.618723063,6.683975429,-1.443184207,0.150697022, 
,,,,NOS:nVerb,-0.003267052,0.017050773,9.501780372,-0.191607284,0.848049836, ,,NOS:nVerb,0.047809873,0.111708644,9.885585627,0.427987232,0.669169224, 
